conversation_id,turn_no,utterance,new_agent_reply,qween Single Response,PPL,BLEU-2,BERTScore-F1,Distinct-2,ROUGE-1
10,1,"Hi, I want to buy this package for my family. Let me know the cost of the Wellness Retreat.","Hello, sir. This package will provide comfort with a stay at a luxury hotel, which also includes healthy cuisine, yoga and meditation, and other amenities. The price is $42,000.","Could you share the number of family members, preferred dates, and any specific inclusions (e.g., accommodation type, activities)? This will help me provide an accurate quote.",1.0,0.022,0.461,1.0,0.175
10,3,"I want to relax, please add Healing Therapies.","Okay, thanks, sir. After adding the Healing Therapies, the package cost is $16,000.","Sure! Adding Healing Therapies will cost an additional $2,500. The total will be $44,500. These therapies include massage, acupuncture, and aromatherapy sessions. Let me know if you'd like to proceed!",1.0,0.015,0.606,1.0,0.213
10,5,"I don??ª?t like to spoil my vacation, please remove the amenity spa access from the package.","As an alternative, I recommend adding nature walks. This will keep the tour cost at $16,000.","The updated package cost after removing spa access is $38,000. Let me know if you'd like further adjustments.",1.0,0.018,0.574,1.0,0.162
10,7,"No, I do not like to add Nature Walks as an amenity. Instead, I would recommend adding the service Tasting Tours.",Thanks for your consent. We are removing nature walks as an amenity and replacing it with Tasting Tours.,"Understood, sir. Replacing nature walks with Tasting Tours. Total remains $16,000.",1.0,0.195,0.587,1.0,0.4
10,9,Thanks for the new proposal. Can I keep nature walks in the tour and also add Tasting Tours?,"I can add nature walks as well, but you would need to provide a budget of $15,200 for this.","Sure, sir. Adding both Nature Walks and Tasting Tours is possible. This will increase the total cost to **$18,000**. Let me know if you’d like to proceed!",1.0,0.012,0.546,1.0,0.204
10,11,What about accommodation in the Wellness Retreat package?,"This package ensures you enjoy your stay with services like yoga and meditation, healthy cuisine options, nature walks, healing therapies, relaxation areas, mindfulness spaces, spa access, and fitness classes.","The Wellness Retreat package includes accommodation at a luxury hotel as part of the current cost of $16,000. Let me know if you need further adjustments!",1.0,0.016,0.483,1.0,0.071
10,13,"Oh! Sir, this is really high. I can only go up to $12,400.","I can do this for $12,400. How about this proposal?","Agent: I understand the budget concern. Let me adjust the package: we can downgrade to a standard hotel (instead of luxury), remove Tasting Tours and fitness classes, and keep only yoga, healthy cuisine, healing therapies, and nature walks. This brings the total to **$12,400**. Would this work?",1.0,0.012,0.504,1.0,0.203
10,15,"That??ª?s very good!! I am interested in a package that includes a Morning Safari, Evening Safari, and Night Safari as Guided Safari Tours. It also includes accommodations like Tented Camp, Lodge, and Treehouse, as well as amenities like Binoculars rental, Camera rental, and Walking safari guide.","Sure, we can close the deal with acceptance. Thanks!","I can create a customized package with Morning, Evening, and Night Safaris, plus Tented Camp, Lodge, and Treehouse stays, along with binoculars, camera rentals, and a guide. This will cost $12,400. Let me know if you’d like adjustments!",1.0,0.012,0.449,1.0,0.082
11,1,"Hey, I want to buy Festive Splendor: A Celebration Tour, how much will it cost?","Sir, the package price is $32,000, and it offers many amenities.","The Festive Splendor: A Celebration Tour is $499 per person, totaling $998 for the 3-day/2-night package (deluxe room, daily breakfast, and festive dinner included). Would you like to proceed with booking?",1.0,0.021,0.475,1.0,0.174
11,3,"I like this package, but I can't go more than $8,700.","Please consider all the cultural immersion activities in the package. You will never regret choosing it, as we are providing great value for this price.","Sir, I understand your budget concern. The Festive Splendor package is premium, but I can help adjust the itinerary or suggest a more affordable alternative within your $8,700 range. Let me check options for you.",1.0,0.013,0.504,1.0,0.164
11,5,"I don't think so. I can only spend $9,100, and I'm not sure if I like all the cultural immersion activities. Could you share more details about other tourism sites available around India? I'd love that too.","This package contains everything to provide you with a trip of a lifetime. We can offer an accommodation option, which will bring the package cost down to $8,800.","Understood! For $9,100, we can tailor a 10–12 day itinerary focusing on iconic destinations like Kerala’s backwaters, Rajasthan’s forts, and Goa’s beaches. This includes 3-star accommodations, local guides, and flexible activities. Let me know if you’d prefer a mix of culture, nature, or relaxation!",0.0,0.016,0.512,1.0,0.2
11,7,"No, I do not like this option. I only want to remove it from the package, but the rest of the items should remain.","We are removing the service you suggested. The given package consists of all the facilities that will provide you with a beautiful trip to Taiwan. The price is also worth it, as it includes all the updated amenities you proposed.","Sir, removing the accommodation option would disrupt the package's structure, as it’s integral to the experience. However, I can suggest alternative packages tailored to your budget and interests. Let me share a few options.",1.0,0.066,0.527,1.0,0.263
11,9,"This package is good for me, but I cannot increase my proposed budget.","We are happy that you liked our tour, but please reconsider your budget, as the actual price is $11,400.","Sir, we can adjust the package by optimizing travel dates or selecting alternative, equally scenic destinations within India to meet your $8,700 budget while retaining core cultural experiences. Let me explore options for you.",1.0,0.013,0.53,1.0,0.182
11,11,"It's not important for me to know about the culture of the city. You have to remove the amenity ""Cultural Workshops and Demonstrations.""","If you feel that learning about the culture is not important for you, I would recommend a better budget option for the tour, which is Souvenir Shopping Assistance. This will bring the whole package down to $11,400.","Agent: Understood, sir. We will remove the ""Cultural Workshops and Demonstrations"" from your package. The revised cost will be $9,200. Let me know if you’d like further adjustments.",1.0,0.012,0.561,1.0,0.206
11,13,"Okay, I would like to add Souvenir Shopping Assistance as an amenity.",Thanks for your consent. We are adding Souvenir Shopping Assistance as an amenity.,"The updated package with Souvenir Shopping Assistance is priced at $11,400, which exceeds your $9,100 budget. Let me know if you'd like to explore adjustments to meet your budget.",1.0,0.099,0.533,1.0,0.178
